,Date,Tweets
1769,2022-01-28 05:58:42+00:00,"My NFT collection after about a week of FOMOing into the metaverse... now I can't stop 
#Forgebots #SolanaNFTs #cryptopunks #SAYC #BAYC #PolygonNFTs https://t.co/NuRxRw7PWV"
1770,2022-01-28 05:51:47+00:00,"Punk 9112 bought for 109.95 ETH ($268,158.14 USD) by 0x91338c from 0x6639c0. https://t.co/UyM3jmnlt4 #cryptopunks #ethereum https://t.co/f3pjawfU3U"
1771,2022-01-28 05:31:47+00:00,"Punk 8653 bought for 86 ETH ($209,746.25 USD) by 0x91338c from 0x531edc. https://t.co/toN7N5D4sF #cryptopunks #ethereum https://t.co/6fN0XMRpls"
1772,2022-01-28 05:17:47+00:00,"Punk 8323 bought for 88.88 ETH ($216,770.31 USD) by 0x7d4d1f from 0xcc7c33. https://t.co/PVq9TQdsyE #cryptopunks #ethereum https://t.co/ZbB1emDc5T"
1773,2022-01-28 04:37:19+00:00,"A 2016 NINJASUIT (Sarutobi Island) card sold today for 28.88 ETH. Buyer's acct also holds:
 - 4 #CryptoPunks
 - 3 #BAYC Apes
 - 3 #MAYC Mutants
 - 12 #BAKC Doggos
 - 4 #meebits 
 - 2 #CloneX 

Droolworthy portfolio. 🔥 https://t.co/KsFBeeLL6v"
1774,2022-01-28 04:36:07+00:00,"https://t.co/QTJQ7UmaxR
#NFT #NFTCommunity #NFTs #NFTartists #cryptopunks"
1775,2022-01-28 04:28:00+00:00,"Adam Punk a digital painting inspired in the #cryptopunks aesthetic.

Every era has portrayed Adam &amp; Eve and so the #Blockchain era.

Adam is related to Earthly and Body affairs.

#NFT #NFTs #Cryptoart #digitalart #nftcollectors #NFTcollectibles

https://t.co/CDAO9sOPE8"
1776,2022-01-28 04:16:54+00:00,"🚨🚨🚨First Legendary🚨🚨🚨

💥First day drop pricing

https://t.co/3gGDtnaAIu

#BAYC #cryptopunks #opensea #NFTs #nft #nft #NFTCommunity https://t.co/hCGO53v9SY"
1777,2022-01-28 04:14:22+00:00,"""I would like to see the baby."" 

https://t.co/nOfXOGv5Tw #scifipunks #unofficialpunks #cryptopunks https://t.co/E4egxJn2zU"
1778,2022-01-28 04:11:43+00:00,"Punk 4197 bought for 84.99 ETH ($208,135.41 USD) by 0x91338c from 0xcc2a85. https://t.co/shGUCJm0P5 #cryptopunks #ethereum https://t.co/f153klp59w"
1779,2022-01-28 03:53:05+00:00,"ScifiPunk #126 is just a simple man, making his way in the Metaverse.
https://t.co/YMn956vYDg #scifipunks #unofficialpunks #cryptopunks https://t.co/DEEyePvqO6"
1780,2022-01-28 03:51:40+00:00,"Punk 6293 bought for 85.21 ETH ($204,838.87 USD) by 0x50053a from 0xfe2f27. https://t.co/so9LBQzsuu #cryptopunks #ethereum https://t.co/sm4GsaHOak"
1781,2022-01-28 03:47:42+00:00,"Punk 2028 bought for 88.5 ETH ($212,747.80 USD) by 0x629a31 from 0xb516f3. https://t.co/8ejFUbjme4 #cryptopunks #ethereum https://t.co/LnhdSH7idu"
1782,2022-01-28 03:24:12+00:00,Who wants to turn their boring #NFT into talking JPEGs? Turn your #cryptopunks #BAYC and other #NFTs into a #MetaverseNFT #web3 . Join #SecondChanceAI 's discord https://t.co/mSCIm0iZqP https://t.co/xcpq7zvNH7
1783,2022-01-28 03:11:25+00:00,"🔥Deal of the Day🔥 

✅ Tpunk 9753 ranked #7187 is up for sale on the market for 4.4k #TRX  !

Make a bid here ➡️ https://t.co/KAGkA6ijDk

 #Tpunks #Tpunkfam #TronPunks #Tron  #CryptoPunks #NFT @Tpunks_official https://t.co/7651QN5vmJ"
1784,2022-01-28 03:09:27+00:00,"🔥Deal of the Day🔥 

✅ Tpunk 2690 ranked #688 is up for sale on the market for 10k #TRX  !

Make a bid here ➡️ https://t.co/PAuTm4FURE

 #Tpunks #Tpunkfam #TronPunks #Tron  #CryptoPunks #NFT @Tpunks_official https://t.co/4NS8i8rfCz"
1785,2022-01-28 02:59:00+00:00,The fourth weapon wielding ninja are now available 🥷 #nft #bōstaff #cryptoninjapunkz #pixelart #cryptopunks #bayc #mayc #gayc #minimalist https://t.co/Vzyt3R7Nlt via @opensea
1786,2022-01-28 02:41:42+00:00,"Punk 9651 bought for 93 ETH ($223,077.23 USD) by 0x24f5ee from 0xb95fbb. https://t.co/K07sM5zVPa #cryptopunks #ethereum https://t.co/JkeLRJEKfE"
1787,2022-01-28 02:19:06+00:00,"Dear @opensea ,

To capture the #SolanaNFT space, please look into a utility that swaps #Ethereum to #Solana , and vise versa.

Then both communities will find it much easier to access and purchase #NFTs from one another.

#cryptopunks here we come!

Warm Regards,

Armzi

#cawcaw"
1788,2022-01-28 02:00:03+00:00,"Meet the most popular 🎸#PopyPunks in Show World!

https://t.co/bSeu5y4Pym

#cryptopunks #popypunks #7777nft #arpunks #nfts #NFTCommunity #nftcollectors https://t.co/zPg0sMJlGi"
1789,2022-01-28 01:58:37+00:00,"Punk 6712 bought for 84.94 ETH ($203,743.87 USD) by 0x8bc811 from 0x91338c. https://t.co/1IW9yOqTH0 #cryptopunks #ethereum https://t.co/YufLiYuD3W"
1790,2022-01-28 01:32:25+00:00,"Honestly, I'm confused. Tomorrow I will write a long post about what I think about all this.
GN

#MekaPunks #CryptoPunks #MekaVerse #MEKAGANG #TheSandbox #Metaverse #NFT #NFTs #NFTcommunity #NFTcollector #pixelart #voxelart #NFTGame"
1791,2022-01-28 01:31:24+00:00,why do I get strong #cryptopunks vibes from @sartoshi_nft's #mfers @mferverse ? (other than the similar traits)
1792,2022-01-28 01:28:00+00:00,"Eve Punk lives in the #Blockchain Garden of Eden with Adam.

#NFT #nftart #NFTartist #NFTCommunity #NFTcollection #digitalart #NFTs #Cryptoart #cryptopunks

https://t.co/dDpgflLeld"
1793,2022-01-28 01:04:40+00:00,"Any good recommendations for free online photo effect software???

🥑💚🥑

#nft #cryptoart #nftdrop #cryptopunks #nftcommunity #nftcollectors #pixelart"
1794,2022-01-28 00:54:51+00:00,"#cryptoskulls available for a insane discount!

@Crypto_Skulls will eventually end up right next to @larvalabs’ #CryptoPunks, valued around 30-50 ETH.

This is your chance to get in early. (The ones with #BoneCross will probably gain the most🤫)

https://t.co/J0teSMsKG9"
1795,2022-01-28 00:46:40+00:00,"GN #BAYC, GN #ALIENFRIENS, GN ##CRYPTOPUNKS, GN #DOODLES https://t.co/NsS2ZtpzHK"
1796,2022-01-28 00:21:23+00:00,"“Hello boyos.” ScifiPunk #125 Jar Jar Binks has entered the chat.

https://t.co/XcqYdZEbV3 #scifipunks #unofficialpunks #cryptopunks https://t.co/LFML5YwSZj"
1797,2022-01-28 00:18:35+00:00,"Punk 1072 bought for 86.95 ETH ($210,548.55 USD) by 0x076c26 from 0x1919db. https://t.co/wKIO28Ta5Y #cryptopunks #ethereum https://t.co/RAyF4XzhAR"
1798,2022-01-27 23:53:22+00:00,"0x24f5 bought CryptoPunk #9356 for 97.50 ETH ($229,808) https://t.co/VjfcCZA5Ih #nft #cryptopunks https://t.co/uzsTmCE71b"
1799,2022-01-27 23:34:37+00:00,"Punk 9356 bought for 97.5 ETH ($232,773.44 USD) by 0x24f5ee from 0x229c48. https://t.co/jinHl5f32m #cryptopunks #ethereum https://t.co/xlWctyzEM6"
1800,2022-01-27 23:20:22+00:00,"#PUNKFORCE ONLY 113 ARE LISTED! BE FAST BEFORE 🚀 LFG

PRICE ATM 0.02 #ETH
https://t.co/0HImFlezWs

#cryptopunks #dystopunks #xpunks #Phunks https://t.co/GeKWJwhB03"
1801,2022-01-27 23:09:57+00:00,Sherbet Cookies Weed Strain CryptoPunked NFT Just Dropped! #NFT #NFTdrop #nftart #cryptopunks   https://t.co/f1NMzzSzHN via @opensea
1802,2022-01-27 23:00:19+00:00,"@ThePunkForce 

What an amazing start of a wonderful journey!

#thepunkforce #Punks #bayc #cryptopunks #punk #nft #nfts https://t.co/QwzZLpj0Ff"
1803,2022-01-27 22:57:06+00:00,"SOLD OUT! #PunkForce 
OPENSEA: https://t.co/0HImFlezWs

ONLY 72 LISTED ❤️‍🔥LFG 🚀

https://t.co/7p3vC96W5W
https://t.co/20bmO0fViq

#cryptopunks #dystopunks #xpunks #Phunks https://t.co/ynMj56hMzf"
1804,2022-01-27 22:49:35+00:00,"Punk 6000 bought for 99 ETH ($233,512.29 USD) by 0x96ad40 from 0xdb037a. https://t.co/q7pqr291wD #cryptopunks #ethereum https://t.co/rF5OEQJ6cf"
1805,2022-01-27 22:35:23+00:00,"I see so many tweets about people now wanting to ""Own their NFTs!"" 
Thanks OS!
You have made people even stronger!💪🫂

#MekaPunks #CryptoPunks #MekaVerse #MEKAGANG #TheSandbox #Metaverse #NFT #NFTs #NFTcommunity #NFTcollector #pixelart #voxelart #NFTGame"
1806,2022-01-27 22:11:17+00:00,"Cute Cyber Punk #1 

0,18 BNB only on @airnfts 🤯

https://t.co/QCfu4zXJ7u

#Nftart #nftcommunity #nftartist #cryptoart #nftcollector #cryptoartist #airnfts #opensea #bsc #bnb       #nfts #nft #cryptopunks https://t.co/PLPRiv0Ezp"
1807,2022-01-27 21:55:48+00:00,"Sorry, but you're not the shark when you play by other people's rules!🤷‍♂️🦈

#MekaPunks #CryptoPunks #MekaVerse #MEKAGANG #TheSandbox #Metaverse #NFT #NFTs #NFTcommunity #NFTcollector #pixelart #voxelart #NFTGame https://t.co/pzipUvkzHq"
1808,2022-01-27 21:21:10+00:00,"Dear Oxebc428,

Offer 1.33k and let’s see this bid get accepted! I really want to see a zombie, ape, or alien sale rn! 🧟‍♂️🦍👽 #CryptoPunks https://t.co/UUtHUlb5x3"
1809,2022-01-27 21:17:47+00:00,"Cute Cyber Punks drop 💎

50 rare #nfts

0.18 BNB on @airnfts! 🖤

https://t.co/4qnm4xoRty

#Nftart #nftcommunity #nftartist #cryptoart #nftcollector #cryptoartist #airnfts #opensea #bsc #bnb #nft #cryptopunks https://t.co/AG1qhKdRzO"
1810,2022-01-27 20:27:15+00:00,"🔥 SOLD !🔥

Special @punk6529 Glyph Punk to celebrate picking up the pitchforks was sniped by ""twomonkeys""🤘

Thank you very much for your continued support!🙏🔥

SEIZE THE MEMES OF PRODUCTION!

https://t.co/7Ym5gpREVp

#nft #glyphpunks #cryptopunks https://t.co/IF1g0uB4pM"
1811,2022-01-27 19:25:00+00:00,"Eve Punk digital painting based on #cryptopunks aesthetic.

Every era has shown their different versions of Adam &amp; Eve.

Eve is related to Mind and ethereal affairs.

#NFT #NFTs #nftart #Cryptoart #digitalart #NFTCommunity #NFTcollection #NFTcollections

https://t.co/dDpgfltDtF"
1812,2022-01-27 19:15:21+00:00,@larvalabs saying they do not like @v1punks when the main value in #cryptopunks is because they are historic then #V1Punks are even more historic. I don't have one but really considering spending my last bag of eth on it!!! any opinions?
1813,2022-01-27 19:14:00+00:00,"Lalo
 
OG #MariachiPunk
 
Plays the trumpet in the band. Has been unable to sleep due to the recent global crisis.
 
#MariachiPunks #NFT #NFTs #nftart #Cryptoart #digitalart #NFTcollection #NFTCommunity #NFTcollections #cryptopunks
 
https://t.co/vA0qHOsFu3 https://t.co/1RQGJaArZY"
1814,2022-01-27 19:11:10+00:00,"Has anyone messed around with #vechain NFTs or maybe #Avalanche  NFTs? 
Asking for a friend.
#nfts
#cnfts
#eth
#ada
#matic
@BossCatRC 
@BoredApeYC 
#cryptopunks"
1815,2022-01-27 18:55:39+00:00,"Has anyone messed around with #vechain NFTs or maybe #Avalanche NFTs? 
Asking for a friend.
#nfts
#cnfts
#eth
#ada
#matic
@BossCatRC 
@BoredApeYC 
#cryptopunks"
1816,2022-01-27 18:18:57+00:00,"🔥 Revolutionary Hot new Glyph Punk Drop!🔥

What better occasion than this monumentally stupid OpenSea decision, to drop this very special @punk6529 Glyph Punk #335 !!!

SEIZE THE MEMES OF PRODUCTION !!🤘🔥

https://t.co/7Ym5gpREVp

#nft #glyphpunks #cryptopunks https://t.co/HldA7nLABh"
1817,2022-01-27 18:17:46+00:00,"What’s good #NFTCommmunity!

As some of you all know, we are WeedPunks, #NFT project focused on #CannabisReform. 

Here is a breakdown about our team and vision.

Comment any questions you may have!

#NFTartists #NFTs #nftcollectors  #ethereumNFT #SnoopDogg #cryptopunks #Crypto https://t.co/j2VqbmmqRF"
1818,2022-01-27 18:12:06+00:00,"CryptoApes NFT is mooning rn. Have you bought one yet?  LFC!!! 🙊🚀

PS - That's my neat Leather Jacket #CRAPE #1698 by @_cryptoapes.

→ https://t.co/DivNnZThzM

#CryptoApes #BAYC #CryptoPunks #NFT #OpenSea https://t.co/ZwiwMeJBxp"
1819,2022-01-27 17:40:47+00:00,"Drake #4
-Prize: 0.012
-Collection 4/500
-Famousspunks is a collection of unique characters pixel art.
Opensea link on bio⬆️
#OpenSea #NFTCollection #NFTartist #NFTCollector #CleanNFT #cryptopunks #NFTs https://t.co/f1z4gSwKCi"
1820,2022-01-27 17:31:26+00:00,"One last request from my fans!!!

Does anyone have any resources how cryptopunks are programmed to auto generate?

Love you all!!!

#nft #cryptoart #nftdrop #cryptopunks #nftcommunity #nftcollectors #pixelart"
1821,2022-01-27 17:03:49+00:00,"Punk 6275 has a new bid of 1,250 ETH ($3,082,587.59 USD) placed by 0xebc428. https://t.co/aWelMGafU4 #cryptopunks #ethereum https://t.co/WyK4SawWW2"
1822,2022-01-27 16:54:58+00:00,"For anyone that wants to catch up on the #cryptopunks  vs #v1punks drama. @larvalabs @v1punks 
https://t.co/XJ4tE9TsjK"
1823,2022-01-27 16:48:29+00:00,"Go check out these amazing punks 

#NFT #cryptopunks 

https://t.co/3ebiCMHOeI"
1824,2022-01-27 16:40:49+00:00,"Punk 1767 bought for 81.69 ETH ($201,453.26 USD) by 0x7992a0 from 0xf0d699. https://t.co/Pq9C58oiJy #cryptopunks #ethereum https://t.co/DpMMIWt55e"
1825,2022-01-27 16:39:55+00:00,"The closest thing to a cryptopunk you'll find in my collection...

https://t.co/MHRIsYZDdv

#NFT #NFTs #nftart #NFTCommunity #opensea #digitalart #cryptoart #NFTProject #nftphotography #cryptopunks https://t.co/P5Wb2Ccmcx"
1826,2022-01-27 16:37:18+00:00,"⭐ WEB3 PUNKS ⭐
ENS domain: web3punks.eth
Price: 7Ξ ✅
👇👀
https://t.co/YLcxN0F8xd
#ensdomains #ens #web3 $eth #cryptopunks #punks #nft $ens https://t.co/UdezDUrcgg"
1827,2022-01-27 16:25:00+00:00,"Adam Punk a digital painting inspired in the #cryptopunks aesthetic.

Every era has portrayed Adam &amp; Eve and so the #Blockchain era.

Adam is related to Earthly and Body affairs.

#NFT #NFTs #Cryptoart #digitalart #nftcollectors #NFTcollectibles

https://t.co/CDAO9sxefy"
1828,2022-01-27 16:13:00+00:00,"Elvira 
 
10th and last #MariachiPunk 
 
She plays lead guitar. She has a dog he goes to her shows his name is ""El Sabio"". 
 
#NFT #NFTs #nftart #NFTCommunity #MariachiPunks #nftcollectors #NFTcollection #NFTcollectibles #cryptopunks
 
https://t.co/HSNlVmy3kR https://t.co/NwkoEqPQoM"
1829,2022-01-27 16:12:41+00:00,Where my fellow #cryptopunks at doing big things?! #punkfollowpunk https://t.co/4LPpjY0cLo
1830,2022-01-27 16:11:50+00:00,"Punk 5766 bought for 83.97 ETH ($209,741.95 USD) by 0xee96ad from 0x60e23d. https://t.co/Ji3TkRAgKo #cryptopunks #ethereum https://t.co/3JpgEnc5ss"
1831,2022-01-27 16:10:10+00:00,"🤩 Cute Cyber Punks 🦾

0,18 BNB only on @airnfts 😎

https://t.co/usP9G1ojbe

#Nftart #nftcommunity #nftartist #cryptoart #nftcollector #cryptoartist #airnfts #opensea #bsc #bnb      #nfts #nft #cryptopunks"
1832,2022-01-27 16:01:51+00:00,"Launched in 2017 by @larvalabs, #cryptopunks are the first non-fungible digital art ever created &amp; have been highlighted regularly in the news due to the popularity &amp; expensive record-breaking trading prices. Nearly every true OG, owns atleast one!

#bonuzmarket #nftFacts https://t.co/5WfKjeCVC0"
1833,2022-01-27 15:51:45+00:00,"Sale Alert V1 PUNK #4551 bought for 22.50 ETH ($55,857.60 USD) by XX00D7C9 from vault_graphitecryptoeth #CryptoPunks #V1Punks via @NFTSalesBots https://t.co/YPqSELeNqU https://t.co/cEJv6myzfZ"
1834,2022-01-27 15:15:57+00:00,Encore un sacré record !!!! Le CRYPTO PUNK #3783 vendu il y a quelques heures pour 450 ETH ! soit plus d'un millions de $$$$$$ #nft #CryptoPunk #cryptopunks #record https://t.co/WUbxjak6aF
1835,2022-01-27 15:06:38+00:00,"Odell Beckham (@obj) is the Holder of the CryptoPunks #3365 of the #cryptopunks collection.

#nft #nfts #odellbeckham https://t.co/uxYxltvZYa"
1836,2022-01-27 14:56:46+00:00,"Punk 3015 has a new bid of 120 ETH ($299,466.01 USD) placed by 0x91338c. https://t.co/BoVS2UZ60p #cryptopunks #ethereum https://t.co/2AsEa3c5uD"
1837,2022-01-27 13:56:59+00:00,"🖼️İşlem hacmine göre en büyük 🔟 #NFT koleksiyonunda son durum ne? (27 Ocak 2022)

İlk 5'te #CryptoPunks, #BoredApeYachtClub, #MutantApeYachtClub, #TheSandbox ve #CoolCatsNFT yer alıyor. 

Sizin favori #NFT koleksiyonunuz hangisi👀👇 https://t.co/8zmgOMwumw"
1838,2022-01-27 13:25:44+00:00,"Punk 3015 has a new bid of 115 ETH ($285,117.20 USD) placed by 0x91338c. https://t.co/BoVS2VgHoZ #cryptopunks #ethereum https://t.co/jM5IhLgDuK"
1839,2022-01-27 13:24:00+00:00,"Eve Punk lives in the #Blockchain garden of Eden.

#NFT #nftart #nftcollectors #Cryptoart #NFTcollections #NFTCommunity #NFTs #cryptopunks

https://t.co/dDpgfltDtF"
1840,2022-01-27 13:12:40+00:00,"Punk 9247 bought for 89.4 ETH ($219,491.30 USD) by 0x470f0e from 0xb5e6ac. https://t.co/JGvvjRmLfG #cryptopunks #ethereum https://t.co/HZakeRKYDJ"
1841,2022-01-27 12:43:42+00:00,"Punk 2099 bought for 87 ETH ($213,598.91 USD) by 0x91338c from 0x3d4dfe. https://t.co/gmVbe1EEKa #cryptopunks #ethereum https://t.co/MQQugm8NUn"
1842,2022-01-27 12:18:40+00:00,"Punk 6405 bought for 85 ETH ($207,187.50 USD) by 0x485248 from 0x033041. https://t.co/lEjZKjzERx #cryptopunks #ethereum https://t.co/qmfc84L6Ij"
1843,2022-01-27 12:16:16+00:00,First fake discord account of myself on the @larvalabs #cryptopunks chat. With my @ALPACADABRAZ profile pic 😂. Am I gonna make it? https://t.co/T81emTRGhK
1844,2022-01-27 11:49:35+00:00,"A better trend will lead to better profitability. Obviously, the #NFT track is better right now, of course, hold some blue-chip NFT, #BAYC , #MAYC ,#cryptopunks, #DoodlesNFT, etc., and then the rest is up to time. https://t.co/7cob270Gkl"
1845,2022-01-27 11:39:57+00:00,"If (or when?) #Ethereum gets surpassed in use by another #blockchain, will there be any continuity in the ownership of the Ethereum #NFTs or will all the #BoredApes and #CryptoPunks be up for grabs again? Genuinely curious."
1846,2022-01-27 11:06:03+00:00,"#NFT dünyasında en popüler koleksiyon sizce hangisi?

#CryptoPunks #BoredApe #NinjaSquad #PepsiMicDrop"
1847,2022-01-27 10:21:00+00:00,"Eve Punk lives in the #Blockchain Garden of Eden with Adam.

#NFT #nftart #NFTartist #NFTCommunity #NFTcollection #digitalart #NFTs #Cryptoart #cryptopunks

https://t.co/dDpgflLeld"
1848,2022-01-27 10:16:33+00:00,"#PunkForce public free mint 27th Jan 10:00PM GMT.

✅Verified Contract
✅ IPFS
✅✅✅ Free for everyone!

https://t.co/UnYb2KZstw

#cryptopunks #dystopunks #xpunks #Phunks https://t.co/qLDfK24d7U"
1849,2022-01-27 10:12:00+00:00,"Nepomuceno Domínguez
 
8th #MariachiPunk 
 
He's been growing his mustache since puberty. Plays the trumpet with Lalo. He doesn't like to wear pants.
 
#NFT #NFTs #nftart #Cryptoart #NFTCommunity #nftcollectors #NFTcollection #nftcollector #cryptopunks
 
https://t.co/pGjaUcwpF2 https://t.co/NUAxEvJpkL"
1850,2022-01-27 09:42:36+00:00,"🚨 1st to find gets +10 NFTs 🚨

Hard to find? 
Join us on discord and we'll share clues TODAY!! 🥳🎉
➡️ https://t.co/gMUTPiTwfI 

#streetart #CRYPTOPUNK #cryptopunks #pfpNFT #NFTCommunity #NFTs #NFTCollection #nftcollector #NFTartists #Nftarts #streetartNFT @nft_paris @DanPolko https://t.co/MfV9wZvSrU"
1851,2022-01-27 09:35:49+00:00,#nft #NFT #cryptopunks #NFTs #NFTCommunity #NFTartist https://t.co/zWqmFvyLQn
1852,2022-01-27 09:24:35+00:00,"Punk 3015 has a new bid of 110 ETH ($264,746.90 USD) placed by 0x91338c. https://t.co/BoVS2VgHoZ #cryptopunks #ethereum https://t.co/QvqbkkAHDI"
1853,2022-01-27 09:22:51+00:00,"GOOD MORNING NFT WORLD! 🌐☕️☀️

Keep building!💎

#MekaPunks #CryptoPunks #MekaVerse #MEKAGANG #TheSandbox #Metaverse #NFT #NFTs #NFTcommunity #NFTcollector #pixelart #voxelart #NFTGame https://t.co/cuPRGwGcWd"
1854,2022-01-27 08:52:17+00:00,"Quick #NFT fact: last week #BAYC doubled #CryptoPunks sales volume:

1. Bored Apes Yacht Club $84 million  
2. CryptoPunks $44 million. https://t.co/d7uEjaCm8N"
1855,2022-01-27 08:42:19+00:00,"😂Funny MEME, any one who loved NFT is worth to know how UniArts work, we use $UART encourage people to appreciate NFTs.

We are looking forward @BoredApeYC @larvalabs to list on UniArts, let guys to vote the NFTs they like.
#BoredApeYachtClub #cryptopunks #NFTs https://t.co/MAsGMbEi9D"
1856,2022-01-27 07:45:32+00:00,"Punk 3015 has a new bid of 100 ETH ($240,805.00 USD) placed by 0x8ed4d3. https://t.co/BoVS2VgHoZ #cryptopunks #ethereum https://t.co/7xLwLqKUF4"
1857,2022-01-27 06:50:27+00:00,"Punk 6022 bought for 95 ETH ($226,369.81 USD) by 0x39fc4c from 0xbb5eb7. https://t.co/blTZ0tLlFE #cryptopunks #ethereum https://t.co/TclKLpOlrB"
1858,2022-01-27 06:34:29+00:00,"kawa0820さん、CryptoPanty #Dobai を5.5125ETHで落札、おめでとうございます！
CryptoPunks#5653を買われていて、物凄い投資家の方ですね。

#CryptoPanty #CryptoPunks https://t.co/FWYpAQZ7QM"
1859,2022-01-27 06:24:25+00:00,"#Dubai は5.5125ETH(150万円)にて kawa0820 様にご落札いただきました。本当にありがとうございます。https://t.co/zoVKVyjVpi
ちらっと拝見しましたら118.88ETH(3245万円)でCryptoPunks#5653 を4か月前に買われてる方でした。 #CryptoPunks 投資家の方に #CryptoPanty を買っていただき大変光栄です！ https://t.co/sjwnrf96S8"
1860,2022-01-27 05:53:12+00:00,"#cryptopunksfloorhistory Thursday Update:

Larva Labs floor: 79.50Ξ 📉
https://t.co/hSfxyI0xkF

#CryptoPunks #CryptoPunk #NFT $ETH https://t.co/1gEgavOsy4"
1861,2022-01-27 05:22:00+00:00,"Eve Punk lives in the #Blockchain garden of Eden.

#NFT #nftart #nftcollectors #Cryptoart #NFTcollections #NFTCommunity #NFTs #cryptopunks

https://t.co/dDpgflLeld"
1862,2022-01-27 05:11:23+00:00,"Punk 9508 bought for 102.95 ETH ($244,334.33 USD) by 0xab5572 from 0x6639c0. https://t.co/OSGf5B3oo5 #cryptopunks #ethereum https://t.co/5faURdPHbm"
1863,2022-01-27 05:04:43+00:00,"Yesterday, I purchased @thecryptoshit  (The Blue Monk, aka, Dr Manhattan) for 0.002 ETH. It was, momentarily, the highest price paid for a CryptoShit.
Here’s a short thread on why I believe CryptoShit is the “Next #NFT Blue Chip” along with 
@BoredApeYC and #CryptoPunks. @BAYC480 https://t.co/roq8suZq1F"
1864,2022-01-27 04:41:20+00:00,"Punk 7611 bought for 93 ETH ($220,719.70 USD) by 0x91338c from 0xee075d. https://t.co/VUjJB4Ad5U #cryptopunks #ethereum https://t.co/CdPj8IHo5D"
1865,2022-01-27 04:06:00+00:00,"Aurora #MariachiPunk
 
She is the 6th member to arrive. She plays the harp. She loves Tequila and takes it straight. Her dog's name is Alfredo.
 
#NFT #NFTs #nftart #Cryptoart #digitalart #cryptopunks #opensea #OpenSeaNTF #NFTCommunity #nftcollectors
 
https://t.co/YeOs69sA96 https://t.co/uVxiHYNdV2"
1866,2022-01-27 03:25:00+00:00,"#OutlookMoney | NFTs have taken the #blockchain industry by storm. From #Cryptopunks to @SrBachchan, #NFTs have started a mainstream trend.

But is it enough? Or does the #NFT industry need to evolve a few changes to facilitate that? 

#cryptocurrency

https://t.co/T7y4UwcXRc"
1867,2022-01-27 03:15:18+00:00,"Punk 9656 bought for 77 ETH ($182,554.69 USD) by 0x1919db from 0x71710e. https://t.co/eZHAQ8kVRX #cryptopunks #ethereum https://t.co/s8sQP6bnu3"
1868,2022-01-27 03:00:18+00:00,"📊 #NFTStats
📆 Daily Highest NFT Sale 🥇

👤 CryptoPunk #7656
➡️ Bought @ 🪙 285 $ETH - 💰$1.1 M (📆Dec 24) 
🏆 Sold @ 🪙 375 $ETH - 💰$955 K (📆Today)

#NFTStats #CryptoPunk #CryptoPunks #NFTCollectors #NFTArtists #NFTCommunity #NFTRanking #NFTs https://t.co/qxwAm91ZFi"
1869,2022-01-27 02:22:00+00:00,"Adam Punk a digital painting inspired in the #cryptopunks aesthetic.

Every era has portrayed Adam &amp; Eve and so the #Blockchain era.

Adam is related to Earthly and Body affairs.

#NFT #NFTs #Cryptoart #digitalart #nftcollectors #NFTcollectibles

https://t.co/CDAO9sOPE8"
1870,2022-01-27 02:14:59+00:00,"Sale Alert V1 PUNK #7674 bought for 16.00 ETH ($39,414.08 USD) by danilpan0 from doh #CryptoPunks #V1Punks via @NFTSalesBots https://t.co/8MD6hyV8La https://t.co/2i6iKHDDQU"
1871,2022-01-27 02:02:18+00:00,People fighting over derivatives... Hence why Historical Projects are so much more valuable. #MoonCats #cryptopunks #curiocards #pixelmaps #etherrock #realmsofether #weicards #NFTs
1872,2022-01-27 02:00:01+00:00,"Interactive Punk #024 - Andrés🔥
You can change skin color and hair color with a key

UNIQUE EDITION
1.5 XTZ✨

https://t.co/E6Q0ntaakP

#objkt #NFT #CleanNFT #cleanNFTs #nftart #NFTcommunity #NFT #Tez #Punk #Punks #CryptoPunks #collectible #cryptoart #interactive #interactivenft https://t.co/PZQqlLzwuX"
1873,2022-01-27 01:59:00+00:00,"Margarito #MariachiPunk
 
5th member to show to the #Blockchain gigs. Plays Vihuela and uses his sarape as a security blanket.
 
#MariachiPunks #NFT #NFTs #nftart #pixelart #digitalart #Cryptoart #cryptopunks #nftcollectors #NFTCommunity #NFTcollections
 
https://t.co/lUyV7zRapY https://t.co/D28EMqUlha"
1874,2022-01-27 01:48:17+00:00,"Punk 5305 has a new bid of 100 ETH ($244,553.00 USD) placed by 0x1919db. https://t.co/xog9bpFyye #cryptopunks #ethereum https://t.co/cFxZLxQ3mh"
1875,2022-01-27 01:42:58+00:00,"👮‍♂️ Watch out for Cop 2 #DoodlePunk 057 on #OpenSea

#nftcommunity #altpunks #cryptopunks #doodlepunks #nfts #nft #openseanft #nftcollector  https://t.co/buq5zhsCyY"
1876,2022-01-27 01:01:15+00:00,"She’s a Brat on #OpenSea 😛

#NFTCommunity #NFTCollector #NFTs #OpenSeaNFT#DoodlePunks #AltPunks #CryptoPunks #NFT https://t.co/3VRLHvhoCJ"
1877,2022-01-27 00:57:06+00:00,"She’s a Princess 👸🏽

 https://t.co/hQdyc3gV4X

#nfts #altpunks #doodlepunks #cryptopunks #nft #opensea #OpenSeaNFT #nftcollector #NFTCommunity https://t.co/Ml5VRA4HXg"
